"Id partie","Nom du joueur","Prix moyen des citadelles achetées","Rôle préféré","Nombre de fois où il assassine","Nombre de fois où il s'est fait assassiner","Score","Victoire","Egalite"
"89","RandomPlayer","2 pièces","MAGICIEN","0","0","17","Non","Non"
"89","MattPlayer","3 pièces","MARCHAND","1","0","12","Non","Non"
"89","AlwaysSpendPlayer","2 pièces","ROI","1","0","17","Non","Non"
"90","AlwaysSpendPlayer","2 pièces","ROI","0","0","13","Non","Non"
"90","ThomasPlayer","2 pièces","CONDOTTIERE","1","0","17","Non","Non"
"90","MattPlayer","2 pièces","ARCHITECTE","0","0","28","Oui","Non"
"90","RandomPlayer","2 pièces","VOLEUR","1","0","13","Non","Non"
"91","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","28","Oui","Non"
"91","MattPlayer","2 pièces","MARCHAND","1","1","21","Non","Non"
"91","RandomPlayer","2 pièces","MAGICIEN","0","0","10","Non","Non"
"91","AlwaysSpendPlayer","2 pièces","VOLEUR","3","1","19","Non","Non"
"92","AlwaysSpendPlayer","2 pièces","ASSASSIN","3","1","8","Non","Non"
"92","RandomPlayer","2 pièces","MAGICIEN","1","1","11","Non","Non"
"92","MattPlayer","2 pièces","MARCHAND","1","0","26","Oui","Non"
"92","ThomasPlayer","2 pièces","ARCHITECTE","0","2","17","Non","Non"
"93","AlwaysSpendPlayer","3 pièces","EVEQUE","1","0","18","Non","Non"
"93","RandomPlayer","2 pièces","VOLEUR","1","1","9","Non","Non"
"93","MattPlayer","2 pièces","MARCHAND","1","0","24","Oui","Non"
"93","ThomasPlayer","3 pièces","CONDOTTIERE","0","1","11","Non","Non"
"94","ThomasPlayer","2 pièces","ARCHITECTE","0","3","24","Non","Non"
"94","RandomPlayer","1 pièces","ASSASSIN","4","0","13","Non","Non"
"94","MattPlayer","3 pièces","MARCHAND","3","1","12","Non","Non"
"94","AlwaysSpendPlayer","3 pièces","EVEQUE","1","0","30","Oui","Non"
"95","MattPlayer","2 pièces","MARCHAND","1","0","13","Non","Non"
"95","RandomPlayer","2 pièces","EVEQUE","1","0","6","Non","Non"
"95","AlwaysSpendPlayer","2 pièces","VOLEUR","0","0","19","Non","Non"
"95","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","28","Oui","Non"
"96","MattPlayer","2 pièces","MARCHAND","2","2","17","Non","Non"
"96","AlwaysSpendPlayer","3 pièces","VOLEUR","0","1","19","Non","Non"
"96","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","32","Oui","Non"
"96","RandomPlayer","2 pièces","ASSASSIN","3","1","12","Non","Non"
"97","MattPlayer","2 pièces","MARCHAND","3","1","20","Non","Non"
"97","AlwaysSpendPlayer","3 pièces","ARCHITECTE","0","0","24","Non","Non"
"97","RandomPlayer","1 pièces","EVEQUE","1","0","13","Non","Non"
"97","ThomasPlayer","2 pièces","CONDOTTIERE","3","0","25","Oui","Non"
"98","MattPlayer","2 pièces","MARCHAND","0","0","26","Oui","Non"
"98","ThomasPlayer","2 pièces","CONDOTTIERE","1","0","14","Non","Non"
"98","RandomPlayer","2 pièces","ASSASSIN","2","1","10","Non","Non"
"98","AlwaysSpendPlayer","3 pièces","VOLEUR","0","0","16","Non","Non"
"99","AlwaysSpendPlayer","2 pièces","VOLEUR","1","0","12","Non","Non"
"99","RandomPlayer","2 pièces","CONDOTTIERE","2","0","17","Non","Non"
"99","MattPlayer","2 pièces","ARCHITECTE","2","0","15","Non","Non"
"99","ThomasPlayer","3 pièces","CONDOTTIERE","0","2","31","Oui","Non"
"100","RandomPlayer","1 pièces","ROI","0","1","11","Non","Non"
"100","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","15","Non","Non"
"100","AlwaysSpendPlayer","2 pièces","ASSASSIN","2","0","6","Non","Non"
"100","MattPlayer","2 pièces","MARCHAND","1","0","26","Oui","Non"
"101","AlwaysSpendPlayer","3 pièces","VOLEUR","0","1","23","Non","Non"
"101","MattPlayer","2 pièces","ARCHITECTE","1","0","29","Oui","Non"
"101","RandomPlayer","2 pièces","MARCHAND","1","1","12","Non","Non"
"101","ThomasPlayer","2 pièces","CONDOTTIERE","4","0","10","Non","Non"
"102","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","29","Oui","Non"
"102","MattPlayer","2 pièces","MARCHAND","0","1","27","Non","Non"
"102","RandomPlayer","2 pièces","ASSASSIN","2","0","16","Non","Non"
"102","AlwaysSpendPlayer","3 pièces","VOLEUR","3","0","24","Non","Non"
"103","AlwaysSpendPlayer","3 pièces","VOLEUR","2","1","20","Non","Non"
"103","RandomPlayer","3 pièces","EVEQUE","1","1","22","Non","Non"
"103","MattPlayer","3 pièces","MARCHAND","3","0","32","Oui","Non"
"103","ThomasPlayer","2 pièces","ARCHITECTE","1","3","29","Non","Non"
"104","AlwaysSpendPlayer","3 pièces","ASSASSIN","4","1","24","Non","Non"
"104","ThomasPlayer","2 pièces","CONDOTTIERE","1","1","28","Oui","Non"
"104","RandomPlayer","2 pièces","ROI","1","1","13","Non","Non"
"104","MattPlayer","2 pièces","MARCHAND","1","1","14","Non","Non"
"105","MattPlayer","3 pièces","MARCHAND","1","2","17","Non","Non"
"105","RandomPlayer","2 pièces","ASSASSIN","5","1","13","Non","Non"
"105","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","0","22","Non","Non"
"105","ThomasPlayer","2 pièces","ARCHITECTE","0","1","27","Oui","Non"
"106","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","32","Oui","Non"
"106","MattPlayer","2 pièces","ASSASSIN","2","1","11","Non","Non"
"106","AlwaysSpendPlayer","2 pièces","MAGICIEN","1","0","11","Non","Non"
"106","RandomPlayer","2 pièces","EVEQUE","1","1","14","Non","Non"
"107","AlwaysSpendPlayer","3 pièces","ASSASSIN","2","0","26","Non","Non"
"107","MattPlayer","2 pièces","MARCHAND","1","0","20","Non","Non"
"107","RandomPlayer","2 pièces","VOLEUR","0","0","30","Oui","Non"
"107","ThomasPlayer","2 pièces","ARCHITECTE","1","0","15","Non","Non"
"108","AlwaysSpendPlayer","3 pièces","ROI","2","2","20","Non","Non"
"108","RandomPlayer","2 pièces","MAGICIEN","1","0","13","Non","Non"
"108","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","15","Non","Non"
"108","MattPlayer","2 pièces","MARCHAND","2","0","24","Oui","Non"
"109","ThomasPlayer","3 pièces","CONDOTTIERE","2","1","16","Non","Non"
"109","AlwaysSpendPlayer","2 pièces","VOLEUR","1","0","26","Oui","Non"
"109","MattPlayer","2 pièces","ARCHITECTE","2","0","12","Non","Non"
"109","RandomPlayer","3 pièces","ASSASSIN","2","1","15","Non","Non"
"110","ThomasPlayer","3 pièces","ASSASSIN","2","0","32","Oui","Non"
"110","AlwaysSpendPlayer","2 pièces","EVEQUE","1","0","20","Non","Non"
"110","RandomPlayer","2 pièces","ROI","0","1","11","Non","Non"
"110","MattPlayer","2 pièces","MARCHAND","3","2","14","Non","Non"
"111","ThomasPlayer","2 pièces","ARCHITECTE","2","1","16","Non","Non"
"111","RandomPlayer","2 pièces","MAGICIEN","1","1","20","Non","Oui"
"111","AlwaysSpendPlayer","3 pièces","VOLEUR","1","1","20","Non","Oui"
"111","MattPlayer","2 pièces","MARCHAND","2","0","20","Non","Oui"
"112","RandomPlayer","2 pièces","ASSASSIN","2","1","13","Non","Non"
"112","AlwaysSpendPlayer","3 pièces","EVEQUE","1","0","29","Oui","Non"
"112","MattPlayer","2 pièces","MARCHAND","1","1","21","Non","Non"
"112","ThomasPlayer","2 pièces","ARCHITECTE","0","1","19","Non","Non"
"113","RandomPlayer","2 pièces","ROI","2","1","14","Non","Non"
"113","AlwaysSpendPlayer","2 pièces","ROI","1","0","6","Non","Non"
"113","MattPlayer","2 pièces","MARCHAND","0","3","11","Non","Non"
"113","ThomasPlayer","2 pièces","CONDOTTIERE","2","0","26","Oui","Non"
"114","MattPlayer","2 pièces","ARCHITECTE","2","0","18","Non","Non"
"114","AlwaysSpendPlayer","3 pièces","EVEQUE","2","0","21","Non","Non"
"114","ThomasPlayer","3 pièces","CONDOTTIERE","0","1","21","Non","Non"
"114","RandomPlayer","2 pièces","ROI","1","0","25","Oui","Non"
"115","RandomPlayer","1 pièces","VOLEUR","1","2","6","Non","Non"
"115","ThomasPlayer","2 pièces","ARCHITECTE","0","1","23","Non","Non"
"115","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","0","24","Oui","Non"
"115","MattPlayer","2 pièces","MARCHAND","3","0","19","Non","Non"
"116","MattPlayer","2 pièces","MARCHAND","1","0","23","Non","Oui"
"116","RandomPlayer","2 pièces","VOLEUR","1","0","16","Non","Non"
"116","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","0","23","Non","Oui"
"116","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","16","Non","Non"
"117","RandomPlayer","2 pièces","VOLEUR","1","0","15","Non","Non"
"117","MattPlayer","3 pièces","MARCHAND","1","2","14","Non","Non"
"117","AlwaysSpendPlayer","2 pièces","EVEQUE","1","1","15","Non","Non"
"117","ThomasPlayer","2 pièces","ARCHITECTE","1","0","30","Oui","Non"
"118","RandomPlayer","2 pièces","ROI","2","0","12","Non","Non"
"118","AlwaysSpendPlayer","2 pièces","MAGICIEN","0","0","13","Non","Non"
"118","MattPlayer","2 pièces","MARCHAND","2","0","13","Non","Non"
"118","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","29","Oui","Non"
"119","RandomPlayer","3 pièces","EVEQUE","0","0","20","Non","Non"
"119","MattPlayer","2 pièces","ARCHITECTE","1","1","13","Non","Non"
"119","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","25","Oui","Non"
"119","AlwaysSpendPlayer","3 pièces","MAGICIEN","2","0","23","Non","Non"
"120","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","27","Oui","Non"
"120","RandomPlayer","2 pièces","ASSASSIN","2","0","12","Non","Non"
"120","MattPlayer","2 pièces","MARCHAND","0","1","17","Non","Non"
"120","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","1","15","Non","Non"
"121","ThomasPlayer","3 pièces","CONDOTTIERE","1","1","17","Non","Non"
"121","RandomPlayer","2 pièces","MAGICIEN","1","1","7","Non","Non"
"121","AlwaysSpendPlayer","3 pièces","ASSASSIN","2","0","19","Non","Non"
"121","MattPlayer","2 pièces","MARCHAND","1","0","26","Oui","Non"
"122","ThomasPlayer","2 pièces","VOLEUR","0","0","24","Oui","Non"
"122","MattPlayer","2 pièces","MARCHAND","1","1","7","Non","Non"
"122","AlwaysSpendPlayer","2 pièces","CONDOTTIERE","1","1","14","Non","Non"
"122","RandomPlayer","1 pièces","ROI","2","0","13","Non","Non"
"123","AlwaysSpendPlayer","3 pièces","VOLEUR","1","0","16","Non","Non"
"123","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","11","Non","Non"
"123","MattPlayer","2 pièces","MARCHAND","0","0","22","Oui","Non"
"123","RandomPlayer","2 pièces","ASSASSIN","2","0","14","Non","Non"
"124","ThomasPlayer","3 pièces","CONDOTTIERE","0","1","36","Oui","Non"
"124","MattPlayer","2 pièces","ASSASSIN","3","0","16","Non","Non"
"124","AlwaysSpendPlayer","2 pièces","ROI","1","0","11","Non","Non"
"124","RandomPlayer","2 pièces","ASSASSIN","3","0","15","Non","Non"
"125","AlwaysSpendPlayer","3 pièces","VOLEUR","1","0","34","Oui","Non"
"125","ThomasPlayer","3 pièces","ASSASSIN","2","0","25","Non","Non"
"125","RandomPlayer","2 pièces","ASSASSIN","2","1","16","Non","Non"
"125","MattPlayer","1 pièces","MARCHAND","2","2","6","Non","Non"
"126","MattPlayer","2 pièces","MARCHAND","0","2","14","Non","Non"
"126","RandomPlayer","2 pièces","ROI","2","0","10","Non","Non"
"126","ThomasPlayer","2 pièces","MAGICIEN","0","0","27","Oui","Non"
"126","AlwaysSpendPlayer","3 pièces","VOLEUR","2","0","21","Non","Non"
"127","RandomPlayer","2 pièces","VOLEUR","2","1","21","Non","Non"
"127","MattPlayer","2 pièces","MARCHAND","1","0","26","Oui","Non"
"127","AlwaysSpendPlayer","3 pièces","EVEQUE","1","0","19","Non","Non"
"127","ThomasPlayer","2 pièces","ARCHITECTE","0","0","13","Non","Non"
"128","MattPlayer","1 pièces","ARCHITECTE","2","0","19","Non","Non"
"128","RandomPlayer","2 pièces","MAGICIEN","0","2","12","Non","Non"
"128","AlwaysSpendPlayer","4 pièces","ASSASSIN","3","1","22","Oui","Non"
"128","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","15","Non","Non"
"129","MattPlayer","2 pièces","ARCHITECTE","2","0","22","Non","Oui"
"129","AlwaysSpendPlayer","3 pièces","EVEQUE","0","0","21","Non","Non"
"129","RandomPlayer","2 pièces","MAGICIEN","0","0","22","Non","Oui"
"129","ThomasPlayer","2 pièces","CONDOTTIERE","1","0","21","Non","Non"
"130","RandomPlayer","3 pièces","ASSASSIN","3","0","29","Oui","Non"
"130","MattPlayer","2 pièces","MARCHAND","0","2","26","Non","Non"
"130","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","21","Non","Non"
"130","AlwaysSpendPlayer","3 pièces","ROI","2","0","18","Non","Non"
"131","MattPlayer","3 pièces","MARCHAND","1","2","12","Non","Non"
"131","AlwaysSpendPlayer","2 pièces","ROI","2","0","27","Oui","Non"
"131","RandomPlayer","2 pièces","ASSASSIN","2","0","9","Non","Non"
"131","ThomasPlayer","2 pièces","ARCHITECTE","1","3","12","Non","Non"
"132","RandomPlayer","2 pièces","ASSASSIN","2","0","14","Non","Non"
"132","MattPlayer","2 pièces","MARCHAND","0","0","13","Non","Non"
"132","ThomasPlayer","2 pièces","ARCHITECTE","0","1","15","Non","Non"
"132","AlwaysSpendPlayer","2 pièces","VOLEUR","1","0","25","Oui","Non"
"133","MattPlayer","2 pièces","ASSASSIN","3","0","15","Non","Non"
"133","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","37","Oui","Non"
"133","AlwaysSpendPlayer","3 pièces","ROI","1","0","18","Non","Non"
"133","RandomPlayer","1 pièces","CONDOTTIERE","0","0","8","Non","Non"
"134","ThomasPlayer","2 pièces","CONDOTTIERE","0","1","23","Non","Non"
"134","MattPlayer","2 pièces","MARCHAND","3","1","22","Non","Non"
"134","AlwaysSpendPlayer","4 pièces","ROI","2","0","21","Non","Non"
"134","RandomPlayer","2 pièces","EVEQUE","0","0","29","Oui","Non"
"135","MattPlayer","2 pièces","MARCHAND","1","1","27","Oui","Non"
"135","RandomPlayer","1 pièces","ARCHITECTE","2","0","11","Non","Non"
"135","AlwaysSpendPlayer","3 pièces","EVEQUE","2","0","23","Non","Non"
"135","ThomasPlayer","3 pièces","CONDOTTIERE","0","1","21","Non","Non"
"136","RandomPlayer","3 pièces","VOLEUR","1","1","13","Non","Non"
"136","ThomasPlayer","3 pièces","CONDOTTIERE","0","1","16","Non","Non"
"136","AlwaysSpendPlayer","2 pièces","MAGICIEN","1","0","11","Non","Non"
"136","MattPlayer","2 pièces","MARCHAND","0","0","25","Oui","Non"
"137","AlwaysSpendPlayer","2 pièces","ROI","2","0","18","Non","Non"
"137","ThomasPlayer","2 pièces","ARCHITECTE","0","3","30","Oui","Non"
"137","MattPlayer","3 pièces","MARCHAND","3","2","18","Non","Non"
"137","RandomPlayer","1 pièces","VOLEUR","1","0","13","Non","Non"
"138","MattPlayer","2 pièces","MARCHAND","0","0","26","Oui","Non"
"138","AlwaysSpendPlayer","2 pièces","ASSASSIN","4","0","13","Non","Non"
"138","RandomPlayer","2 pièces","EVEQUE","1","1","11","Non","Non"
"138","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","25","Non","Non"
"139","ThomasPlayer","2 pièces","ARCHITECTE","0","0","22","Oui","Non"
"139","RandomPlayer","1 pièces","ASSASSIN","2","2","4","Non","Non"
"139","MattPlayer","2 pièces","MARCHAND","0","1","6","Non","Non"
"139","AlwaysSpendPlayer","3 pièces","ASSASSIN","2","0","20","Non","Non"
"140","RandomPlayer","1 pièces","MAGICIEN","2","0","9","Non","Non"
"140","AlwaysSpendPlayer","2 pièces","ASSASSIN","2","0","8","Non","Non"
"140","ThomasPlayer","2 pièces","CONDOTTIERE","1","0","12","Non","Non"
"140","MattPlayer","2 pièces","MARCHAND","1","0","27","Oui","Non"
"141","ThomasPlayer","2 pièces","ARCHITECTE","0","2","19","Non","Non"
"141","RandomPlayer","1 pièces","EVEQUE","1","0","9","Non","Non"
"141","MattPlayer","2 pièces","MARCHAND","1","0","17","Non","Non"
"141","AlwaysSpendPlayer","2 pièces","MAGICIEN","1","0","30","Oui","Non"
"142","ThomasPlayer","3 pièces","CONDOTTIERE","2","0","19","Non","Non"
"142","RandomPlayer","2 pièces","ROI","1","0","10","Non","Non"
"142","AlwaysSpendPlayer","2 pièces","ROI","0","0","7","Non","Non"
"142","MattPlayer","2 pièces","ARCHITECTE","1","0","27","Oui","Non"
"143","AlwaysSpendPlayer","4 pièces","ASSASSIN","4","0","32","Oui","Non"
"143","ThomasPlayer","2 pièces","ARCHITECTE","2","0","25","Non","Non"
"143","MattPlayer","2 pièces","MARCHAND","1","1","29","Non","Non"
"143","RandomPlayer","2 pièces","MAGICIEN","1","3","19","Non","Non"
"144","AlwaysSpendPlayer","3 pièces","ROI","3","0","25","Non","Oui"
"144","MattPlayer","2 pièces","MARCHAND","2","0","12","Non","Non"
"144","RandomPlayer","2 pièces","CONDOTTIERE","0","1","18","Non","Non"
"144","ThomasPlayer","2 pièces","VOLEUR","0","2","25","Non","Oui"
"145","MattPlayer","2 pièces","ARCHITECTE","1","1","8","Non","Non"
"145","ThomasPlayer","2 pièces","ARCHITECTE","0","0","33","Oui","Non"
"145","AlwaysSpendPlayer","2 pièces","VOLEUR","1","0","14","Non","Non"
"145","RandomPlayer","2 pièces","ROI","0","1","12","Non","Non"
"146","AlwaysSpendPlayer","2 pièces","MAGICIEN","3","1","22","Non","Non"
"146","MattPlayer","2 pièces","MARCHAND","0","2","11","Non","Non"
"146","RandomPlayer","3 pièces","VOLEUR","2","0","23","Non","Non"
"146","ThomasPlayer","2 pièces","CONDOTTIERE","1","1","29","Oui","Non"
"147","ThomasPlayer","3 pièces","CONDOTTIERE","0","1","33","Oui","Non"
"147","MattPlayer","2 pièces","MARCHAND","0","0","12","Non","Non"
"147","AlwaysSpendPlayer","3 pièces","ASSASSIN","2","0","24","Non","Non"
"147","RandomPlayer","2 pièces","MAGICIEN","1","1","15","Non","Non"
"148","RandomPlayer","2 pièces","MAGICIEN","0","0","16","Non","Non"
"148","AlwaysSpendPlayer","3 pièces","ASSASSIN","4","1","20","Non","Non"
"148","ThomasPlayer","2 pièces","ARCHITECTE","1","1","23","Oui","Non"
"148","MattPlayer","2 pièces","MARCHAND","2","0","6","Non","Non"
"149","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","29","Oui","Non"
"149","RandomPlayer","2 pièces","VOLEUR","1","0","16","Non","Non"
"149","MattPlayer","2 pièces","MARCHAND","0","2","13","Non","Non"
"149","AlwaysSpendPlayer","2 pièces","ASSASSIN","3","0","17","Non","Non"
"150","AlwaysSpendPlayer","3 pièces","ROI","1","1","11","Non","Non"
"150","RandomPlayer","2 pièces","ASSASSIN","4","0","15","Non","Non"
"150","MattPlayer","3 pièces","MARCHAND","2","2","10","Non","Non"
"150","ThomasPlayer","2 pièces","ARCHITECTE","0","0","28","Oui","Non"
"151","RandomPlayer","1 pièces","ASSASSIN","2","0","11","Non","Non"
"151","MattPlayer","2 pièces","MARCHAND","1","0","28","Oui","Non"
"151","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","21","Non","Non"
"151","AlwaysSpendPlayer","2 pièces","VOLEUR","1","1","15","Non","Non"
"152","RandomPlayer","1 pièces","ASSASSIN","3","0","12","Non","Non"
"152","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","27","Oui","Non"
"152","AlwaysSpendPlayer","2 pièces","VOLEUR","1","0","22","Non","Non"
"152","MattPlayer","3 pièces","MARCHAND","2","0","18","Non","Non"
"153","MattPlayer","2 pièces","MARCHAND","2","1","24","Non","Non"
"153","AlwaysSpendPlayer","3 pièces","ASSASSIN","2","2","28","Oui","Non"
"153","ThomasPlayer","2 pièces","EVEQUE","1","0","17","Non","Non"
"153","RandomPlayer","2 pièces","VOLEUR","2","0","19","Non","Non"
"154","AlwaysSpendPlayer","2 pièces","EVEQUE","1","0","17","Non","Non"
"154","RandomPlayer","3 pièces","EVEQUE","0","2","13","Non","Non"
"154","ThomasPlayer","2 pièces","ARCHITECTE","0","0","28","Oui","Non"
"154","MattPlayer","1 pièces","ASSASSIN","3","0","11","Non","Non"
"155","AlwaysSpendPlayer","3 pièces","MAGICIEN","0","1","18","Non","Non"
"155","RandomPlayer","2 pièces","VOLEUR","2","0","21","Non","Non"
"155","MattPlayer","3 pièces","MARCHAND","3","1","21","Non","Non"
"155","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","30","Oui","Non"
"156","AlwaysSpendPlayer","3 pièces","VOLEUR","1","1","19","Non","Non"
"156","MattPlayer","2 pièces","MARCHAND","2","1","22","Oui","Non"
"156","ThomasPlayer","2 pièces","CONDOTTIERE","1","1","17","Non","Non"
"156","RandomPlayer","2 pièces","MAGICIEN","3","0","9","Non","Non"
"157","MattPlayer","2 pièces","MARCHAND","2","1","26","Oui","Non"
"157","ThomasPlayer","3 pièces","CONDOTTIERE","0","2","13","Non","Non"
"157","RandomPlayer","2 pièces","MAGICIEN","2","0","15","Non","Non"
"157","AlwaysSpendPlayer","3 pièces","ROI","3","0","24","Non","Non"
"158","ThomasPlayer","3 pièces","ARCHITECTE","0","0","31","Oui","Non"
"158","MattPlayer","2 pièces","MARCHAND","1","2","14","Non","Non"
"158","RandomPlayer","2 pièces","ROI","1","1","10","Non","Non"
"158","AlwaysSpendPlayer","3 pièces","MAGICIEN","3","0","12","Non","Non"
"159","MattPlayer","2 pièces","ARCHITECTE","0","0","25","Oui","Non"
"159","ThomasPlayer","4 pièces","ARCHITECTE","1","1","22","Non","Non"
"159","RandomPlayer","2 pièces","VOLEUR","1","0","20","Non","Non"
"159","AlwaysSpendPlayer","2 pièces","EVEQUE","2","0","9","Non","Non"
"160","MattPlayer","4 pièces","ASSASSIN","5","1","12","Non","Non"
"160","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","24","Oui","Non"
"160","RandomPlayer","2 pièces","MAGICIEN","1","1","13","Non","Non"
"160","AlwaysSpendPlayer","2 pièces","ASSASSIN","2","1","14","Non","Non"
"161","RandomPlayer","2 pièces","VOLEUR","0","0","11","Non","Non"
"161","ThomasPlayer","3 pièces","CONDOTTIERE","0","1","14","Non","Non"
"161","MattPlayer","2 pièces","MARCHAND","2","0","26","Oui","Non"
"161","AlwaysSpendPlayer","1 pièces","EVEQUE","1","0","5","Non","Non"
"162","ThomasPlayer","3 pièces","CONDOTTIERE","1","1","16","Non","Non"
"162","MattPlayer","2 pièces","ASSASSIN","3","0","23","Oui","Non"
"162","RandomPlayer","2 pièces","ROI","0","1","10","Non","Non"
"162","AlwaysSpendPlayer","3 pièces","EVEQUE","1","1","12","Non","Non"
"163","AlwaysSpendPlayer","2 pièces","MAGICIEN","1","2","12","Non","Non"
"163","ThomasPlayer","2 pièces","CONDOTTIERE","1","1","14","Non","Non"
"163","MattPlayer","2 pièces","MARCHAND","2","0","25","Oui","Non"
